package_id,spec_id,equipment_id,type_id,type_name,option_id,option_name,unit_id,unit_name,raw_specs,literal_value,literal_unit,literal_category,literal_type
bf863e43-d013-425b-93a0-2c0210eca843,f14e91e4-ad10-4d5c-a665-ee77c0d4c0a8,8b4230e8-9bd1-4ed8-9834-80520b801c92,137a3897-e753-49fa-93ec-c79a7797249b,Static Pressure,,,55d4740f-1ada-4220-9d87-55fb1d417e14,inches of water gauge,,2.00,"WG,Supply Fan,E.S.P.
bf863e43-d013-425b-93a0-2c0210eca843,fcaaee47-6aaa-4d62-9ca7-28ad9ead4001,8b4230e8-9bd1-4ed8-9834-80520b801c92,,,,,,,,81.8,,EAT,DB
bf863e43-d013-425b-93a0-2c0210eca843,e7d830b5-6842-447b-a7a6-7aa4d349f1ce,8b4230e8-9bd1-4ed8-9834-80520b801c92,,,,,,,,66.3,,EAT,WB
bf863e43-d013-425b-93a0-2c0210eca843,0b3674a6-d85c-4d3f-8f67-613b59c4abe5,8b4230e8-9bd1-4ed8-9834-80520b801c92,,,,,,,,55.0,,LAT,DB
bf863e43-d013-425b-93a0-2c0210eca843,a044f13b-3171-45d5-aa1e-588a3408dd3e,8b4230e8-9bd1-4ed8-9834-80520b801c92,,,,,,,,55.0,,LAT,WB
bf863e43-d013-425b-93a0-2c0210eca843,2b0df302-f450-4b87-a2bc-7615e3a5511d,8b4230e8-9bd1-4ed8-9834-80520b801c92,,,,,,,,6,,Cooling Coil,No. Rows
bf863e43-d013-425b-93a0-2c0210eca843,c7503635-aadb-4cf8-b5f3-f71b3a082635,8b4230e8-9bd1-4ed8-9834-80520b801c92,,,,,,,,560.0,FPM,Cooling Coil,Vel
bf863e43-d013-425b-93a0-2c0210eca843,03ea5dd4-6f04-4d26-8440-4c7e734404c6,8b4230e8-9bd1-4ed8-9834-80520b801c92,2d2ae19d-c0d6-41f1-a2c0-2a2b97a70745,Heating Capacity,,,,,,80,KW,Electric Heat,Output
bf863e43-d013-425b-93a0-2c0210eca843,af51c1e3-8e19-4335-8524-295feefdae0b,8b4230e8-9bd1-4ed8-9834-80520b801c92,,,,,,,,40.0,,Electric Heat,EAT DB
bf863e43-d013-425b-93a0-2c0210eca843,4e04e88e-5353-492d-bcfa-e528f82098f2,8b4230e8-9bd1-4ed8-9834-80520b801c92,,,,,,,,75.0,,Electric Heat,LAT DB
bf863e43-d013-425b-93a0-2c0210eca843,ba405dd1-84c1-4bb3-9200-f7783f65d801,8b4230e8-9bd1-4ed8-9834-80520b801c92,,,,,,,,SSR,,Electric Heat,Control
bf863e43-d013-425b-93a0-2c0210eca843,98c0d1b2-cf07-4398-b177-9fefa4c9f24e,8b4230e8-9bd1-4ed8-9834-80520b801c92,f8c7b985-288e-4160-b9f9-f923877ec673,Voltage,,,,,,460,,Electrical,Voltage
bf863e43-d013-425b-93a0-2c0210eca843,c6223078-957b-437a-8c12-a3bc5b50988f,8b4230e8-9bd1-4ed8-9834-80520b801c92,dc025f71-f7e9-4f8b-afe8-776f30a7acc7,Phase,,,,,,3,,Electrical,Phase
bf863e43-d013-425b-93a0-2c0210eca843,858ea9cb-f739-46f8-9257-29f43796a134,8b4230e8-9bd1-4ed8-9834-80520b801c92,9aae5376-ca52-4e0d-8853-822740d0973b,Frequency,,,,,,60,,Electrical,Frequency
bf863e43-d013-425b-93a0-2c0210eca843,bb0dee72-cdab-4737-8167-d18899839ebf,8b4230e8-9bd1-4ed8-9834-80520b801c92,bc663106-1c5c-4cc9-9f68-3a51eb3d4c5b,Manufacturer,54cb2237-98ba-4dae-8fe6-9334ff890bf9,Trane,,,,TRANE,,,Manufacturer
bf863e43-d013-425b-93a0-2c0210eca843,7fc58927-9ff3-44e3-b199-dfda30ec8011,8b4230e8-9bd1-4ed8-9834-80520b801c92,,,,,,,,CSAA,,,Model
bf863e43-d013-425b-93a0-2c0210eca843,76fd3b90-a765-4c23-aa9e-138cfdfdcf38,8b4230e8-9bd1-4ed8-9834-80520b801c92,,,,,,,,1,,,Notes
36a47053-5dd6-49b9-86c3-93745409528f,4b68dc64-ac8f-4869-bc2d-a032a7ddebb0,6dbdd469-8054-4489-955f-ee0c6b54f72f,,,,,,,,LOCKER ROOMS,,,Service
36a47053-5dd6-49b9-86c3-93745409528f,677a82d3-b2a7-4d16-863b-1ecc204f6661,6dbdd469-8054-4489-955f-ee0c6b54f72f,,,,,,,,GREENHECK,,,Manufacturer
36a47053-5dd6-49b9-86c3-93745409528f,0184bad9-2bf4-4fe3-acce-3ebe7f2a21de,6dbdd469-8054-4489-955f-ee0c6b54f72f,,,,,,,,ECV-30H,,,Model
36a47053-5dd6-49b9-86c3-93745409528f,23f99032-84ae-4113-b445-938c4eda7b95,6dbdd469-8054-4489-955f-ee0c6b54f72f,,,,,,,,1,,,Notes
36a47053-5dd6-49b9-86c3-93745409528f,263866f0-b83b-4a7a-827e-fc53a4ef2037,6dbdd469-8054-4489-955f-ee0c6b54f72f,00409847-1a1a-41d9-97ed-785eeafa316d,Effectiveness,,,b50e82be-8884-60bd-1cd7-4378e71c41d6,Percent,,56.0,%,Operating Mode: Winter,Total Eff.
36a47053-5dd6-49b9-86c3-93745409528f,d07cffe8-0138-4366-be25-f2272bd3bcf6,6dbdd469-8054-4489-955f-ee0c6b54f72f,,,,,,,,21.6,DEG F,Core Air Data,EDB
36a47053-5dd6-49b9-86c3-93745409528f,185529d6-9dac-4364-836b-7b2a954df785,6dbdd469-8054-4489-955f-ee0c6b54f72f,,,,,,,,18.0,DEG F,Core Air Data,EWB
36a47053-5dd6-49b9-86c3-93745409528f,f54efcbd-3dfc-45c1-bb22-adf5db479c94,6dbdd469-8054-4489-955f-ee0c6b54f72f,,,,,,,,55.6,DEG F,Core Air Data,LDB
36a47053-5dd6-49b9-86c3-93745409528f,56186bb9-5745-4bbd-8b10-90eca82a8921,6dbdd469-8054-4489-955f-ee0c6b54f72f,,,,,,,,50.3,DEG F,Core Air Data,LWB
36a47053-5dd6-49b9-86c3-93745409528f,e13c9ca1-0f1a-4852-b70c-195e211b95df,6dbdd469-8054-4489-955f-ee0c6b54f72f,,,,,,,,44.0,%,Operating Mode: Summer,Total Eff.
36a47053-5dd6-49b9-86c3-93745409528f,54bec90b-391e-4d17-b686-4c37552b8ccd,6dbdd469-8054-4489-955f-ee0c6b54f72f,,,,,,,,100.3,DEG F,Core Air Data,EDB
36a47053-5dd6-49b9-86c3-93745409528f,14ec93ba-2137-4aa9-a972-1db491d5c9f0,6dbdd469-8054-4489-955f-ee0c6b54f72f,,,,,,,,79.5,DEG F,Core Air Data,EWB
36a47053-5dd6-49b9-86c3-93745409528f,0d59914c-4a15-4b77-b63b-77f4ed27122a,6dbdd469-8054-4489-955f-ee0c6b54f72f,,,,,,,,84.0,DEG F,Core Air Data,LDB
36a47053-5dd6-49b9-86c3-93745409528f,557809a4-f1f1-4a56-b56e-5c53cac84f65,6dbdd469-8054-4489-955f-ee0c6b54f72f,,,,,,,,73.9,DEG F,Core Air Data,LWB
36a47053-5dd6-49b9-86c3-93745409528f,dc3be329-81d7-4560-a690-42ca58d19d77,6dbdd469-8054-4489-955f-ee0c6b54f72f,ab685915-020e-4475-9f80-8a2915e81d5c,Air Flow,,,a791359d-783e-49ff-9190-1b028e527495,Cubic Feet per Minute,,3170,CFM,Supply Fan Data,CFM
36a47053-5dd6-49b9-86c3-93745409528f,1b04ff24-b4aa-479f-88c5-f8b4e75d581d,6dbdd469-8054-4489-955f-ee0c6b54f72f,31e4dac6-cc6f-4b4b-8a24-e82d62c2d3a6,Wheel Speed,,,d28ed2e4-e9d5-c574-3acf-378597aac527,Refreshes per Minute,,"1,284",RPM,Supply Fan Data,RPM
36a47053-5dd6-49b9-86c3-93745409528f,89ebbde5-378b-4828-be00-bb0f8b85a1aa,6dbdd469-8054-4489-955f-ee0c6b54f72f,00db6215-55f3-48dd-973e-ae6418c8d547,Pressure Drop,,,9b4bcff0-c98a-4b1a-9716-ca97df2009c5,inch,,1.0,IN,Supply Fan Data,ESP
36a47053-5dd6-49b9-86c3-93745409528f,e04b0a74-a7ac-4d1b-8e46-a994fdd68bc2,6dbdd469-8054-4489-955f-ee0c6b54f72f,,,,,,,,3.0,HP,Supply Fan Data,HP
36a47053-5dd6-49b9-86c3-93745409528f,4c1592eb-1216-421e-ab3e-b0449ecb81de,6dbdd469-8054-4489-955f-ee0c6b54f72f,,,,,,,,NO,,Supply Fan Data,VFD
36a47053-5dd6-49b9-86c3-93745409528f,11352501-7997-4569-aa37-a81419bb0533,6dbdd469-8054-4489-955f-ee0c6b54f72f,,,,,,,,3170,CFM,Exhaust Fan Data,CFM
36a47053-5dd6-49b9-86c3-93745409528f,aa700781-6f84-45e3-a03e-ceeaf5de15ae,6dbdd469-8054-4489-955f-ee0c6b54f72f,,,,,,,,"1,425",RPM,Exhaust Fan Data,RPM
36a47053-5dd6-49b9-86c3-93745409528f,36af94af-8f8d-4155-be66-33e759e6bdfd,6dbdd469-8054-4489-955f-ee0c6b54f72f,,,,,,,,1.0,IN,Exhaust Fan Data,ESP
36a47053-5dd6-49b9-86c3-93745409528f,19450545-cddc-401b-a6bd-da8d51cd7555,6dbdd469-8054-4489-955f-ee0c6b54f72f,,,,,,,,5.0,HP,Exhaust Fan Data,HP
36a47053-5dd6-49b9-86c3-93745409528f,4141dcca-6afc-48bc-895e-c36793c623f2,6dbdd469-8054-4489-955f-ee0c6b54f72f,,,,,,,,NO,,Exhaust Fan Data,VFD
36a47053-5dd6-49b9-86c3-93745409528f,b30df97f-6652-4bfb-ba37-8eb76e0f7dd0,6dbdd469-8054-4489-955f-ee0c6b54f72f,,,,,,,,460/3,,Electrical Data,VOLTS/PH
36a47053-5dd6-49b9-86c3-93745409528f,96ef7f5d-1415-4e00-8319-03122fc8f8f1,6dbdd469-8054-4489-955f-ee0c6b54f72f,,,,,,,,14,,Electrical Data,MCA
36a47053-5dd6-49b9-86c3-93745409528f,44a7f74c-1a20-4354-a672-3ae51656fe96,6dbdd469-8054-4489-955f-ee0c6b54f72f,,,,,,,,20,,Electrical Data,MOCP
85bf4d84-0a3a-489a-8ae6-f9640b65e7c1,1fe242d7-2e96-4e41-9ad3-562df474ed34,8e3f97ab-d712-47a2-8748-5774fd1d7c66,,,,,,,,139,,,Service
85bf4d84-0a3a-489a-8ae6-f9640b65e7c1,67067329-eca9-478c-82f6-07f6ebd9cf6e,8e3f97ab-d712-47a2-8748-5774fd1d7c66,,,,,,,,SIDEWALL,,,Type
85bf4d84-0a3a-489a-8ae6-f9640b65e7c1,38319389-0460-49a0-a501-b4fc33e51c71,8e3f97ab-d712-47a2-8748-5774fd1d7c66,04acb553-3deb-415b-a14b-4f96ac64c580,Air Flow Rate,,,a791359d-783e-49ff-9190-1b028e527495,Cubic Feet per Minute,,600,CFM,,CFM
85bf4d84-0a3a-489a-8ae6-f9640b65e7c1,aa598992-e13d-48ec-ada1-13cb04ffa1d3,8e3f97ab-d712-47a2-8748-5774fd1d7c66,a9db1636-760c-4cbe-9af6-8dbc455a98bd,Speed,,,d28ed2e4-e9d5-c574-3acf-378597aac527,Refreshes per Minute,,1425,RPM,,RPM
85bf4d84-0a3a-489a-8ae6-f9640b65e7c1,5b228743-93a4-41ad-b8dd-e2b0af229484,8e3f97ab-d712-47a2-8748-5774fd1d7c66,137a3897-e753-49fa-93ec-c79a7797249b,Static Pressure,,,9b4bcff0-c98a-4b1a-9716-ca97df2009c5,inch,,0.75,IN,,PD
85bf4d84-0a3a-489a-8ae6-f9640b65e7c1,1672cbd1-f554-443a-9c36-4e9e4288ee80,8e3f97ab-d712-47a2-8748-5774fd1d7c66,2da9ea27-8c84-4868-809b-002ec08f6315,Weight,,,,,,42,,,Weight
85bf4d84-0a3a-489a-8ae6-f9640b65e7c1,f0982b31-03c0-498f-bff7-da23820bc58c,8e3f97ab-d712-47a2-8748-5774fd1d7c66,,,,,,,,GREENHECK,,,Manufacturer
85bf4d84-0a3a-489a-8ae6-f9640b65e7c1,2aede27e-98bf-40b0-a8b8-1e0002a43a84,8e3f97ab-d712-47a2-8748-5774fd1d7c66,,,,,,,,CW-099-VG,,,Model
85bf4d84-0a3a-489a-8ae6-f9640b65e7c1,66e13cc5-acf4-436b-8ba5-c3c90efef426,8e3f97ab-d712-47a2-8748-5774fd1d7c66,7e98a04a-47ea-4c07-811b-f7589ddac738,Motor HP,,,70284fc6-f347-49e1-b657-567b4a3bb6a9,Horsepower,,1/4,HP,Motor & Electrical,HP
85bf4d84-0a3a-489a-8ae6-f9640b65e7c1,d3b386a8-a712-4d23-a3b1-73c26187e8bd,8e3f97ab-d712-47a2-8748-5774fd1d7c66,f8c7b985-288e-4160-b9f9-f923877ec673,Voltage,,,,,,115,V,Motor & Electrical,Voltage
85bf4d84-0a3a-489a-8ae6-f9640b65e7c1,7b24f881-b878-495b-8b2c-cdfa41c51023,8e3f97ab-d712-47a2-8748-5774fd1d7c66,dc025f71-f7e9-4f8b-afe8-776f30a7acc7,Phase,,,48448411-f919-5e27-f453-70f4ef41c6be,pH,,1,PH,Motor & Electrical,Phase
85bf4d84-0a3a-489a-8ae6-f9640b65e7c1,672fda08-3d35-4c7f-8114-571acf676912,8e3f97ab-d712-47a2-8748-5774fd1d7c66,ef35e614-98fa-4c9d-8559-d7516401caa5,VFD,,,,,,NO,,Motor & Electrical,VFD
85bf4d84-0a3a-489a-8ae6-f9640b65e7c1,2f0bfa73-473c-47f7-8714-3d9fe7024bf0,8e3f97ab-d712-47a2-8748-5774fd1d7c66,,,,,,,,PROVIDE FACTORY MOUNTED DISCONNECT,,Notes,Note
85bf4d84-0a3a-489a-8ae6-f9640b65e7c1,f9536f87-1068-4f38-a8de-828911e6008b,8e3f97ab-d712-47a2-8748-5774fd1d7c66,,,,,,,,ALL ALUMINUM CONSTRUCTION,,Notes,Note
85bf4d84-0a3a-489a-8ae6-f9640b65e7c1,6c13c85b-4a37-4b0f-ba26-88f1d11821e7,8e3f97ab-d712-47a2-8748-5774fd1d7c66,,,,,,,,EC MOTOR WITH POTENTIOMETER FOR BALANCING,,Notes,Note
85bf4d84-0a3a-489a-8ae6-f9640b65e7c1,5c2e16be-c206-4dff-aded-de125eb967bc,8e3f97ab-d712-47a2-8748-5774fd1d7c66,,,,,,,,"PROVIDE WITH MOTORIZED DISCHARGE AIR DAMPER, ACTUATOR BY TCC",,Notes,Note
85bf4d84-0a3a-489a-8ae6-f9640b65e7c1,c85cf32f-d73e-4dfc-984d-5b05a74d0f46,9f26a60b-c5d2-41a2-bf9d-c5d1b10f04d0,,,,,,,,138,,,Service
85bf4d84-0a3a-489a-8ae6-f9640b65e7c1,8739b520-74fa-4596-ad03-8e3c5fd2234b,9f26a60b-c5d2-41a2-bf9d-c5d1b10f04d0,,,,,,,,SIDEWALL,,,Type
85bf4d84-0a3a-489a-8ae6-f9640b65e7c1,0bb73441-f9ab-44cb-b4cf-6f71414290d3,9f26a60b-c5d2-41a2-bf9d-c5d1b10f04d0,04acb553-3deb-415b-a14b-4f96ac64c580,Air Flow Rate,,,a791359d-783e-49ff-9190-1b028e527495,Cubic Feet per Minute,,2130,CFM,,CFM
85bf4d84-0a3a-489a-8ae6-f9640b65e7c1,724e1389-3327-45f7-b129-47694383e5bb,9f26a60b-c5d2-41a2-bf9d-c5d1b10f04d0,a9db1636-760c-4cbe-9af6-8dbc455a98bd,Speed,,,d28ed2e4-e9d5-c574-3acf-378597aac527,Refreshes per Minute,,1636,RPM,,RPM
85bf4d84-0a3a-489a-8ae6-f9640b65e7c1,a6e79491-a74c-4b2c-9a0f-082da7e40b8b,9f26a60b-c5d2-41a2-bf9d-c5d1b10f04d0,137a3897-e753-49fa-93ec-c79a7797249b,Static Pressure,,,9b4bcff0-c98a-4b1a-9716-ca97df2009c5,inch,,1.20,IN,,PD
85bf4d84-0a3a-489a-8ae6-f9640b65e7c1,01524ebd-baf4-428f-b1ab-d43814a390c5,9f26a60b-c5d2-41a2-bf9d-c5d1b10f04d0,2da9ea27-8c84-4868-809b-002ec08f6315,Weight,,,,,,80,,,Weight
85bf4d84-0a3a-489a-8ae6-f9640b65e7c1,b5944b27-5ae1-4999-9e28-28fb2f8c70d5,9f26a60b-c5d2-41a2-bf9d-c5d1b10f04d0,,,,,,,,GREENHECK,,,Manufacturer
85bf4d84-0a3a-489a-8ae6-f9640b65e7c1,0b5e4085-5751-4d50-b929-bf34126fd5d3,9f26a60b-c5d2-41a2-bf9d-c5d1b10f04d0,,,,,,,,CW-141-VG,,,Model
85bf4d84-0a3a-489a-8ae6-f9640b65e7c1,94fc32fc-ebad-4316-a58d-68413459eae3,9f26a60b-c5d2-41a2-bf9d-c5d1b10f04d0,7e98a04a-47ea-4c07-811b-f7589ddac738,Motor HP,,,70284fc6-f347-49e1-b657-567b4a3bb6a9,Horsepower,,1,HP,Motor & Electrical,HP
85bf4d84-0a3a-489a-8ae6-f9640b65e7c1,383b57d1-9357-4fa4-b65f-558110863655,9f26a60b-c5d2-41a2-bf9d-c5d1b10f04d0,f8c7b985-288e-4160-b9f9-f923877ec673,Voltage,,,,,,115,V,Motor & Electrical,Voltage
85bf4d84-0a3a-489a-8ae6-f9640b65e7c1,d2b1e868-9369-4843-9b16-4e3cc81a179d,9f26a60b-c5d2-41a2-bf9d-c5d1b10f04d0,dc025f71-f7e9-4f8b-afe8-776f30a7acc7,Phase,,,48448411-f919-5e27-f453-70f4ef41c6be,pH,,1,PH,Motor & Electrical,Phase
85bf4d84-0a3a-489a-8ae6-f9640b65e7c1,d38ef0b3-1f95-4bc2-9fa9-a068b4c6b114,9f26a60b-c5d2-41a2-bf9d-c5d1b10f04d0,ef35e614-98fa-4c9d-8559-d7516401caa5,VFD,,,,,,NO,,Motor & Electrical,VFD
85bf4d84-0a3a-489a-8ae6-f9640b65e7c1,5ca66665-ed93-41f7-abd2-89fd5cb91d95,9f26a60b-c5d2-41a2-bf9d-c5d1b10f04d0,,,,,,,,PROVIDE FACTORY MOUNTED DISCONNECT,,Notes,Note
85bf4d84-0a3a-489a-8ae6-f9640b65e7c1,84a7708e-6780-4fb9-a6a5-ef591b98602d,9f26a60b-c5d2-41a2-bf9d-c5d1b10f04d0,523740af-9ca7-455c-ab51-4ad1918ab54a,Material,8faa789d-f22f-4dd4-b51a-444530991b81,Aluminum,,,,ALL ALUMINUM CONSTRUCTION,,Notes,Note
85bf4d84-0a3a-489a-8ae6-f9640b65e7c1,0dbf9997-3a63-4ebe-be0b-f498e7b56a50,9f26a60b-c5d2-41a2-bf9d-c5d1b10f04d0,a499294b-383e-4f0b-9c95-56b83390a353,Motor Efficiency,7a24c1dd-4163-4a5a-b732-140bdc4844ef,EC Motor,,,,EC MOTOR WITH POTENTIOMETER FOR BALANCING,,Notes,Note
85bf4d84-0a3a-489a-8ae6-f9640b65e7c1,0d3bc76b-e725-4d38-a9fb-508ad2dc5f74,9f26a60b-c5d2-41a2-bf9d-c5d1b10f04d0,,,,,,,,"PROVIDE WITH MOTORIZED DISCHARGE AIR DAMPER, ACTUATOR BY TCC",,Notes,Note
85bf4d84-0a3a-489a-8ae6-f9640b65e7c1,ff523ead-7271-4901-b017-6e21687d9515,9f26a60b-c5d2-41a2-bf9d-c5d1b10f04d0,4c217348-14b2-46bf-99e1-1c11a7a83307,Certifications,b3236b45-f934-48b9-acc2-065a055c1f61,UL Listed,,,,UL-762 LISTED,,Notes,Note
85bf4d84-0a3a-489a-8ae6-f9640b65e7c1,c976a576-cba2-469d-8d07-487352d345cb,a25d8bf1-cace-459d-82d5-812cab69800e,,,,,,,,AHU-2,,,Service
85bf4d84-0a3a-489a-8ae6-f9640b65e7c1,2314ab3b-0625-4242-b6ca-4d84d207e4ba,a25d8bf1-cace-459d-82d5-812cab69800e,,,,,,,,INLINE,,,Type
85bf4d84-0a3a-489a-8ae6-f9640b65e7c1,be443dbf-4a07-4b6a-8254-d07d85080d96,a25d8bf1-cace-459d-82d5-812cab69800e,04acb553-3deb-415b-a14b-4f96ac64c580,Air Flow Rate,,,a791359d-783e-49ff-9190-1b028e527495,Cubic Feet per Minute,,"10,330",CFM,,CFM
85bf4d84-0a3a-489a-8ae6-f9640b65e7c1,a18bde74-8a28-459a-8db2-7c795f3ba5a3,a25d8bf1-cace-459d-82d5-812cab69800e,a9db1636-760c-4cbe-9af6-8dbc455a98bd,Speed,,,d28ed2e4-e9d5-c574-3acf-378597aac527,Refreshes per Minute,,"1,802",RPM,,RPM
85bf4d84-0a3a-489a-8ae6-f9640b65e7c1,54c81cc5-aea6-47e5-bd5e-9a33c5f91a54,a25d8bf1-cace-459d-82d5-812cab69800e,137a3897-e753-49fa-93ec-c79a7797249b,Static Pressure,,,9b4bcff0-c98a-4b1a-9716-ca97df2009c5,inch,,0.63,in,,PD
85bf4d84-0a3a-489a-8ae6-f9640b65e7c1,24022d97-7655-40c3-8bd8-e7fe94d635d9,a25d8bf1-cace-459d-82d5-812cab69800e,7e98a04a-47ea-4c07-811b-f7589ddac738,Motor HP,,,70284fc6-f347-49e1-b657-567b4a3bb6a9,Horsepower,,5,HP,,HP
85bf4d84-0a3a-489a-8ae6-f9640b65e7c1,2cf6aabf-8db6-4fab-b90f-138f3fac828e,a25d8bf1-cace-459d-82d5-812cab69800e,ef35e614-98fa-4c9d-8559-d7516401caa5,VFD,,,,,,YES,,,VFD
85bf4d84-0a3a-489a-8ae6-f9640b65e7c1,24b3c474-2444-4f93-acb6-94b3e43b6a8f,a25d8bf1-cace-459d-82d5-812cab69800e,,,,,,,,GREENHECK,,,Manufacturer
85bf4d84-0a3a-489a-8ae6-f9640b65e7c1,79d670fc-1622-42ec-acc4-84974125a575,a25d8bf1-cace-459d-82d5-812cab69800e,f8c7b985-288e-4160-b9f9-f923877ec673,Voltage,,,,,,460,V,Electrical,Voltage
85bf4d84-0a3a-489a-8ae6-f9640b65e7c1,24423a37-f498-4fb5-84cb-c37c33cd9f50,a25d8bf1-cace-459d-82d5-812cab69800e,dc025f71-f7e9-4f8b-afe8-776f30a7acc7,Phase,,,,,,3,,Electrical,Phase
85bf4d84-0a3a-489a-8ae6-f9640b65e7c1,27266faa-02b2-4724-811b-c4e2bde8686e,a25d8bf1-cace-459d-82d5-812cab69800e,2da9ea27-8c84-4868-809b-002ec08f6315,Weight,,,,,,546,,,Weight
85bf4d84-0a3a-489a-8ae6-f9640b65e7c1,4527118d-f325-448d-921c-081296dc347a,a25d8bf1-cace-459d-82d5-812cab69800e,,,,,,,,QEI-20,,,Model
85bf4d84-0a3a-489a-8ae6-f9640b65e7c1,e2cd3e25-27bc-4e5f-8114-1ff7db0fc0e6,a25d8bf1-cace-459d-82d5-812cab69800e,,,,,,,,"PROVIDE FACTORY MOUNTED DISCONNECT, BOLTED ACCESS DOOR, TOTALLY ENCLOSED STEEL BELT GUARD, INLET SILENCER PERMATECTOR COATING, CEILING HUNG, MOTOR ON BOTTOM OF FAN",,,Notes
1fbd01a3-70ad-4909-8ad7-512591c32d29,30e91a88-a287-4bfe-868b-ecea53e719bb,102c6497-f8e5-466c-b71e-e91f062133fa,bc663106-1c5c-4cc9-9f68-3a51eb3d4c5b,Manufacturer,33964a1e-f61f-4dcc-a82c-8c06f42ebb91,Price Industries,,,,PRICE,,,Manufacturer
1fbd01a3-70ad-4909-8ad7-512591c32d29,2051717a-54fb-486c-880e-0adc819ea7be,102c6497-f8e5-466c-b71e-e91f062133fa,,,,,,,,SPD,,,Model
1fbd01a3-70ad-4909-8ad7-512591c32d29,fb63e378-4655-41ad-95e5-0d9332343f29,102c6497-f8e5-466c-b71e-e91f062133fa,523740af-9ca7-455c-ab51-4ad1918ab54a,Material,,,,,,STEEL,,,Material
1fbd01a3-70ad-4909-8ad7-512591c32d29,94800873-042e-418b-bac8-0590fffcc6f2,102c6497-f8e5-466c-b71e-e91f062133fa,,,,,,,,STANDARD WHITE,,,Finish
1fbd01a3-70ad-4909-8ad7-512591c32d29,d7e68d16-d9e0-4852-b3c8-6566d90ef105,102c6497-f8e5-466c-b71e-e91f062133fa,,,,,,,,24X24,,Size,Grille Face Size
1fbd01a3-70ad-4909-8ad7-512591c32d29,f5b75901-b9c5-43b3-b697-cfc871cae878,102c6497-f8e5-466c-b71e-e91f062133fa,e816f855-ea53-447e-8384-fd46868b4133,Neck Size,,,9b4bcff0-c98a-4b1a-9716-ca97df2009c5,inch,,10,",Size,Grille Neck Size
1fbd01a3-70ad-4909-8ad7-512591c32d29,1d1d1b8b-af65-4f6d-a70d-8aaf431d1de5,102c6497-f8e5-466c-b71e-e91f062133fa,,,,,,,,SQUARE PLAQUE,,,Style
1fbd01a3-70ad-4909-8ad7-512591c32d29,ebdeba02-43e7-4989-8fa6-a3b962b61855,102c6497-f8e5-466c-b71e-e91f062133fa,,,,,,,,1,,,Notes
1fbd01a3-70ad-4909-8ad7-512591c32d29,6ab5d03f-c46c-4aa9-ae9b-9db4f3179cca,8e757400-92c1-4648-98ab-a906a1da185a,bc663106-1c5c-4cc9-9f68-3a51eb3d4c5b,Manufacturer,33964a1e-f61f-4dcc-a82c-8c06f42ebb91,Price Industries,,,,PRICE,,,Manufacturer
1fbd01a3-70ad-4909-8ad7-512591c32d29,3b32ff22-8e87-4484-b3fb-96832295cf89,8e757400-92c1-4648-98ab-a906a1da185a,,,,,,,,530,,,Model
1fbd01a3-70ad-4909-8ad7-512591c32d29,5f4711ae-769d-433d-a093-7a4627428dc6,8e757400-92c1-4648-98ab-a906a1da185a,523740af-9ca7-455c-ab51-4ad1918ab54a,Material,,,,,,STEEL,,,Material
1fbd01a3-70ad-4909-8ad7-512591c32d29,af4e9f08-45a4-4683-9f9d-3eaffccae64e,8e757400-92c1-4648-98ab-a906a1da185a,,,,,,,,STANDARD WHITE,,,Finish
1fbd01a3-70ad-4909-8ad7-512591c32d29,8ca80169-e029-4810-9360-5da0a100ecfd,8e757400-92c1-4648-98ab-a906a1da185a,,,,,,,,24X24,,Size,Grille Face Size
1fbd01a3-70ad-4909-8ad7-512591c32d29,92f36d27-7c4c-410a-a2a9-74d7ba3dc84b,8e757400-92c1-4648-98ab-a906a1da185a,,,,,,,,22X22,,Size,Grille Neck Size
1fbd01a3-70ad-4909-8ad7-512591c32d29,ac76a742-2271-4ef6-9271-aee6675aff86,8e757400-92c1-4648-98ab-a906a1da185a,,,,,,,,LOUVERED,,,Style
1fbd01a3-70ad-4909-8ad7-512591c32d29,040229a9-e6da-4e59-9597-8e017e9acf4d,8e757400-92c1-4648-98ab-a906a1da185a,,,,,,,,"1, 2",,,Notes
